항목,연령구분5세,시점,값
J01,10_14세,2020년 06월,12688
J01,5_9세,2020년 06월,48035
J01,5세미만,2020년 06월,96881
J02,10_14세,2020년 06월,17350
J02,5_9세,2020년 06월,39037
J02,5세미만,2020년 06월,72137
J03,10_14세,2020년 06월,19426
J03,5_9세,2020년 06월,38274
J03,5세미만,2020년 06월,53037
J04,10_14세,2020년 06월,8197
J04,5_9세,2020년 06월,15389
J04,5세미만,2020년 06월,16560
J06,10_14세,2020년 06월,16095
J06,5_9세,2020년 06월,35451
J06,5세미만,2020년 06월,75412
K12,10_14세,2020년 06월,3478
K12,5_9세,2020년 06월,6421
K12,5세미만,2020년 06월,5206
H10,10_14세,2020년 07월,24901
H10,5_9세,2020년 07월,47687
H10,5세미만,2020년 07월,34668
H16,10_14세,2020년 07월,5416
H16,5_9세,2020년 07월,5967
H16,5세미만,2020년 07월,3014
H20,10_14세,2020년 07월,148
H20,5_9세,2020년 07월,59
H20,5세미만,2020년 07월,9
H30,10_14세,2020년 07월,9
H30,5_9세,2020년 07월,5
H30,5세미만,2020년 07월,2
H40,10_14세,2020년 07월,480
H40,5_9세,2020년 07월,302
H40,5세미만,2020년 07월,75
J00,10_14세,2020년 07월,10288
J00,5_9세,2020년 07월,28977
J00,5세미만,2020년 07월,79443
J01,10_14세,2020년 07월,11630
J01,5_9세,2020년 07월,43244
J01,5세미만,2020년 07월,83956
J02,10_14세,2020년 07월,17003
J02,5_9세,2020년 07월,37116
J02,5세미만,2020년 07월,67212
J03,10_14세,2020년 07월,19950
J03,5_9세,2020년 07월,37559
J03,5세미만,2020년 07월,49837
J04,10_14세,2020년 07월,7970
J04,5_9세,2020년 07월,14441
J04,5세미만,2020년 07월,15551
J06,10_14세,2020년 07월,15227
J06,5_9세,2020년 07월,33504
J06,5세미만,2020년 07월,69895
K12,10_14세,2020년 07월,3710
K12,5_9세,2020년 07월,6692
K12,5세미만,2020년 07월,5544
H10,10_14세,2020년 08월,27654
H10,5_9세,2020년 08월,51925
H10,5세미만,2020년 08월,33095
H16,10_14세,2020년 08월,5368
H16,5_9세,2020년 08월,5646
H16,5세미만,2020년 08월,2662
H20,10_14세,2020년 08월,116
H20,5_9세,2020년 08월,50
H20,5세미만,2020년 08월,10
H30,10_14세,2020년 08월,10
H30,5_9세,2020년 08월,6
H30,5세미만,2020년 08월,3
H40,10_14세,2020년 08월,574
H40,5_9세,2020년 08월,324
H40,5세미만,2020년 08월,60
J00,10_14세,2020년 08월,7408
J00,5_9세,2020년 08월,21903
J00,5세미만,2020년 08월,61682
J01,10_14세,2020년 08월,10248
J01,5_9세,2020년 08월,32224
J01,5세미만,2020년 08월,60910
J02,10_14세,2020년 08월,11770
J02,5_9세,2020년 08월,27512
J02,5세미만,2020년 08월,54403
J03,10_14세,2020년 08월,14256
J03,5_9세,2020년 08월,27905
J03,5세미만,2020년 08월,40781
J04,10_14세,2020년 08월,6692
J04,5_9세,2020년 08월,11811
J04,5세미만,2020년 08월,12148
J06,10_14세,2020년 08월,11214
J06,5_9세,2020년 08월,24928
J06,5세미만,2020년 08월,54017
K12,10_14세,2020년 08월,3557
K12,5_9세,2020년 08월,6208
K12,5세미만,2020년 08월,5284
H10,10_14세,2020년 09월,31282
H10,5_9세,2020년 09월,50296
H10,5세미만,2020년 09월,32182
H16,10_14세,2020년 09월,4861
H16,5_9세,2020년 09월,5288
H16,5세미만,2020년 09월,2551
H20,10_14세,2020년 09월,101
H20,5_9세,2020년 09월,52
H20,5세미만,2020년 09월,6
H30,10_14세,2020년 09월,10
H30,5_9세,2020년 09월,4
H30,5세미만,2020년 09월,0
H40,10_14세,2020년 09월,400
H40,5_9세,2020년 09월,272
H40,5세미만,2020년 09월,69
J00,10_14세,2020년 09월,10807
J00,5_9세,2020년 09월,22834
J00,5세미만,2020년 09월,44522
J01,10_14세,2020년 09월,17090
J01,5_9세,2020년 09월,32651
J01,5세미만,2020년 09월,38252
J02,10_14세,2020년 09월,13696
J02,5_9세,2020년 09월,24265
J02,5세미만,2020년 09월,38772
J03,10_14세,2020년 09월,14555
J03,5_9세,2020년 09월,22844
J03,5세미만,2020년 09월,29678
J04,10_14세,2020년 09월,11141
J04,5_9세,2020년 09월,13213
J04,5세미만,2020년 09월,8718
J06,10_14세,2020년 09월,15500
J06,5_9세,2020년 09월,24895
J06,5세미만,2020년 09월,38224
K12,10_14세,2020년 09월,3196
K12,5_9세,2020년 09월,5709
K12,5세미만,2020년 09월,4797
H10,10_14세,2020년 10월,18744
H10,5_9세,2020년 10월,33615
H10,5세미만,2020년 10월,27640
H16,10_14세,2020년 10월,4544
H16,5_9세,2020년 10월,4684
H16,5세미만,2020년 10월,2392
H20,10_14세,2020년 10월,131
H20,5_9세,2020년 10월,69
H20,5세미만,2020년 10월,9
H30,10_14세,2020년 10월,8
H30,5_9세,2020년 10월,3
H30,5세미만,2020년 10월,0
H40,10_14세,2020년 10월,386
H40,5_9세,2020년 10월,255
H40,5세미만,2020년 10월,51
J00,10_14세,2020년 10월,12465
J00,5_9세,2020년 10월,32978
J00,5세미만,2020년 10월,82359
J01,10_14세,2020년 10월,16843
J01,5_9세,2020년 10월,47338
J01,5세미만,2020년 10월,79010
J02,10_14세,2020년 10월,17559
J02,5_9세,2020년 10월,35686
J02,5세미만,2020년 10월,62588
J03,10_14세,2020년 10월,19115
J03,5_9세,2020년 10월,33526
J03,5세미만,2020년 10월,44108
J04,10_14세,2020년 10월,11165
J04,5_9세,2020년 10월,16779
J04,5세미만,2020년 10월,15309
J06,10_14세,2020년 10월,18034
J06,5_9세,2020년 10월,37487
J06,5세미만,2020년 10월,71577
K12,10_14세,2020년 10월,3113
K12,5_9세,2020년 10월,5462
K12,5세미만,2020년 10월,4484
H10,10_14세,2020년 11월,14777
H10,5_9세,2020년 11월,26420
H10,5세미만,2020년 11월,23746
H16,10_14세,2020년 11월,4463
H16,5_9세,2020년 11월,4245
H16,5세미만,2020년 11월,2288
H20,10_14세,2020년 11월,135
H20,5_9세,2020년 11월,74
H20,5세미만,2020년 11월,7
H30,10_14세,2020년 11월,9
H30,5_9세,2020년 11월,3
H30,5세미만,2020년 11월,0
H40,10_14세,2020년 11월,441
H40,5_9세,2020년 11월,270
H40,5세미만,2020년 11월,49
J00,10_14세,2020년 11월,17621
J00,5_9세,2020년 11월,46977
J00,5세미만,2020년 11월,109226
J01,10_14세,2020년 11월,22689
J01,5_9세,2020년 11월,73823
J01,5세미만,2020년 11월,129139
J02,10_14세,2020년 11월,28897
J02,5_9세,2020년 11월,52875
J02,5세미만,2020년 11월,80037
J03,10_14세,2020년 11월,31330
J03,5_9세,2020년 11월,46358
J03,5세미만,2020년 11월,51624
J04,10_14세,2020년 11월,14067
J04,5_9세,2020년 11월,23324
J04,5세미만,2020년 11월,21429
J06,10_14세,2020년 11월,27851
J06,5_9세,2020년 11월,54832
J06,5세미만,2020년 11월,95036
K12,10_14세,2020년 11월,3282
K12,5_9세,2020년 11월,5055
K12,5세미만,2020년 11월,3782
H10,10_14세,2020년 12월,12650
H10,5_9세,2020년 12월,23410
H10,5세미만,2020년 12월,23322
H16,10_14세,2020년 12월,3948
H16,5_9세,2020년 12월,3857
H16,5세미만,2020년 12월,2166
H20,10_14세,2020년 12월,138
H20,5_9세,2020년 12월,66
H20,5세미만,2020년 12월,3
H30,10_14세,2020년 12월,6
H30,5_9세,2020년 12월,6
H30,5세미만,2020년 12월,0
H40,10_14세,2020년 12월,375
H40,5_9세,2020년 12월,245
H40,5세미만,2020년 12월,38
J00,10_14세,2020년 12월,7520
J00,5_9세,2020년 12월,21473
J00,5세미만,2020년 12월,62260
J01,10_14세,2020년 12월,11017
J01,5_9세,2020년 12월,37660
J01,5세미만,2020년 12월,78947
J02,10_14세,2020년 12월,10796
J02,5_9세,2020년 12월,23753
J02,5세미만,2020년 12월,47307
J03,10_14세,2020년 12월,12469
J03,5_9세,2020년 12월,22002
J03,5세미만,2020년 12월,33208
J04,10_14세,2020년 12월,6244
J04,5_9세,2020년 12월,10777
J04,5세미만,2020년 12월,12345
J06,10_14세,2020년 12월,11014
J06,5_9세,2020년 12월,23902
J06,5세미만,2020년 12월,52125
K12,10_14세,2020년 12월,2970
K12,5_9세,2020년 12월,4828
K12,5세미만,2020년 12월,3609
H10,10_14세,2021년 01월,13504
H10,5_9세,2021년 01월,24346
H10,5세미만,2021년 01월,23149
H16,10_14세,2021년 01월,3453
H16,5_9세,2021년 01월,3327
H16,5세미만,2021년 01월,1902
H20,10_14세,2021년 01월,117
H20,5_9세,2021년 01월,63
H20,5세미만,2021년 01월,6
H30,10_14세,2021년 01월,11
H30,5_9세,2021년 01월,5
H30,5세미만,2021년 01월,0
H40,10_14세,2021년 01월,511
H40,5_9세,2021년 01월,295
H40,5세미만,2021년 01월,64
J00,10_14세,2021년 01월,4045
J00,5_9세,2021년 01월,11695
J00,5세미만,2021년 01월,34851
J01,10_14세,2021년 01월,6534
J01,5_9세,2021년 01월,19446
J01,5세미만,2021년 01월,36161
J02,10_14세,2021년 01월,6161
J02,5_9세,2021년 01월,13977
J02,5세미만,2021년 01월,30699
J03,10_14세,2021년 01월,7360
J03,5_9세,2021년 01월,13704
J03,5세미만,2021년 01월,23052
J04,10_14세,2021년 01월,3688
J04,5_9세,2021년 01월,6222
J04,5세미만,2021년 01월,6485
J06,10_14세,2021년 01월,5933
J06,5_9세,2021년 01월,12904
J06,5세미만,2021년 01월,29733
K12,10_14세,2021년 01월,3098
K12,5_9세,2021년 01월,5147
K12,5세미만,2021년 01월,4060
H10,10_14세,2021년 02월,15534
H10,5_9세,2021년 02월,25945
H10,5세미만,2021년 02월,23013
H16,10_14세,2021년 02월,3818
H16,5_9세,2021년 02월,3596
H16,5세미만,2021년 02월,1944
H20,10_14세,2021년 02월,155
H20,5_9세,2021년 02월,44
H20,5세미만,2021년 02월,10
H30,10_14세,2021년 02월,12
H30,5_9세,2021년 02월,6
H30,5세미만,2021년 02월,1
H40,10_14세,2021년 02월,680
H40,5_9세,2021년 02월,373
H40,5세미만,2021년 02월,78
J00,10_14세,2021년 02월,4185
J00,5_9세,2021년 02월,14395
J00,5세미만,2021년 02월,44103
J01,10_14세,2021년 02월,6679
J01,5_9세,2021년 02월,23367
J01,5세미만,2021년 02월,47293
J02,10_14세,2021년 02월,6573
J02,5_9세,2021년 02월,16895
J02,5세미만,2021년 02월,37348
J03,10_14세,2021년 02월,7808
J03,5_9세,2021년 02월,16067
J03,5세미만,2021년 02월,26403
J04,10_14세,2021년 02월,3750
J04,5_9세,2021년 02월,7141
J04,5세미만,2021년 02월,7980
J06,10_14세,2021년 02월,6078
J06,5_9세,2021년 02월,15905
J06,5세미만,2021년 02월,37809
K12,10_14세,2021년 02월,3420
K12,5_9세,2021년 02월,5430
K12,5세미만,2021년 02월,4136
H10,10_14세,2021년 03월,17968
H10,5_9세,2021년 03월,32192
H10,5세미만,2021년 03월,26202
H16,10_14세,2021년 03월,3924
H16,5_9세,2021년 03월,4163
H16,5세미만,2021년 03월,2128
H20,10_14세,2021년 03월,171
H20,5_9세,2021년 03월,72
H20,5세미만,2021년 03월,13
H30,10_14세,2021년 03월,10
H30,5_9세,2021년 03월,6
H30,5세미만,2021년 03월,0
H40,10_14세,2021년 03월,564
H40,5_9세,2021년 03월,412
H40,5세미만,2021년 03월,70
J00,10_14세,2021년 03월,9505
J00,5_9세,2021년 03월,40697
J00,5세미만,2021년 03월,107355
J01,10_14세,2021년 03월,12667
J01,5_9세,2021년 03월,57243
J01,5세미만,2021년 03월,115753
J02,10_14세,2021년 03월,16444
J02,5_9세,2021년 03월,47917
J02,5세미만,2021년 03월,83766
J03,10_14세,2021년 03월,18366
J03,5_9세,2021년 03월,41640
J03,5세미만,2021년 03월,53593
J04,10_14세,2021년 03월,7719
J04,5_9세,2021년 03월,18248
J04,5세미만,2021년 03월,19023
J06,10_14세,2021년 03월,15083
J06,5_9세,2021년 03월,45648
J06,5세미만,2021년 03월,92182
K12,10_14세,2021년 03월,3248
K12,5_9세,2021년 03월,6078
K12,5세미만,2021년 03월,4564
H10,10_14세,2021년 04월,38635
H10,5_9세,2021년 04월,73877
H10,5세미만,2021년 04월,35692
H16,10_14세,2021년 04월,5303
H16,5_9세,2021년 04월,6316
H16,5세미만,2021년 04월,2494
H20,10_14세,2021년 04월,190
H20,5_9세,2021년 04월,74
H20,5세미만,2021년 04월,11
H30,10_14세,2021년 04월,9
H30,5_9세,2021년 04월,5
H30,5세미만,2021년 04월,0
H40,10_14세,2021년 04월,661
H40,5_9세,2021년 04월,550
H40,5세미만,2021년 04월,90
J00,10_14세,2021년 04월,15670
J00,5_9세,2021년 04월,45274
J00,5세미만,2021년 04월,103552
J01,10_14세,2021년 04월,22957
J01,5_9세,2021년 04월,70979
J01,5세미만,2021년 04월,129689
J02,10_14세,2021년 04월,25185
J02,5_9세,2021년 04월,53841
J02,5세미만,2021년 04월,78976
J03,10_14세,2021년 04월,26893
J03,5_9세,2021년 04월,44802
J03,5세미만,2021년 04월,51184
J04,10_14세,2021년 04월,13407
J04,5_9세,2021년 04월,22803
J04,5세미만,2021년 04월,20815
J06,10_14세,2021년 04월,24601
J06,5_9세,2021년 04월,52256
J06,5세미만,2021년 04월,89124
K12,10_14세,2021년 04월,3536
K12,5_9세,2021년 04월,5847
K12,5세미만,2021년 04월,4310
H10,10_14세,2021년 05월,22621
H10,5_9세,2021년 05월,43799
H10,5세미만,2021년 05월,31168
H16,10_14세,2021년 05월,4791
H16,5_9세,2021년 05월,5542
H16,5세미만,2021년 05월,2418
H20,10_14세,2021년 05월,208
H20,5_9세,2021년 05월,66
H20,5세미만,2021년 05월,9
H30,10_14세,2021년 05월,15
H30,5_9세,2021년 05월,7
H30,5세미만,2021년 05월,0
H40,10_14세,2021년 05월,717
H40,5_9세,2021년 05월,511
H40,5세미만,2021년 05월,85
J00,10_14세,2021년 05월,11085
J00,5_9세,2021년 05월,33266
J00,5세미만,2021년 05월,88527
J01,10_14세,2021년 05월,15836
J01,5_9세,2021년 05월,52089
J01,5세미만,2021년 05월,106345
J02,10_14세,2021년 05월,18141
J02,5_9세,2021년 05월,40537
J02,5세미만,2021년 05월,69447
J03,10_14세,2021년 05월,20259
J03,5_9세,2021년 05월,34964
J03,5세미만,2021년 05월,46985
J04,10_14세,2021년 05월,9559
J04,5_9세,2021년 05월,16524
J04,5세미만,2021년 05월,18269
J06,10_14세,2021년 05월,17073
J06,5_9세,2021년 05월,37870
J06,5세미만,2021년 05월,74865
K12,10_14세,2021년 05월,3403
K12,5_9세,2021년 05월,5616
K12,5세미만,2021년 05월,4444
H10,10_14세,2021년 06월,23614
H10,5_9세,2021년 06월,44801
H10,5세미만,2021년 06월,31107
H16,10_14세,2021년 06월,4973
H16,5_9세,2021년 06월,5777
H16,5세미만,2021년 06월,2540
H20,10_14세,2021년 06월,229
H20,5_9세,2021년 06월,82
H20,5세미만,2021년 06월,9
H30,10_14세,2021년 06월,5
H30,5_9세,2021년 06월,5
H30,5세미만,2021년 06월,0
H40,10_14세,2021년 06월,702
H40,5_9세,2021년 06월,576
H40,5세미만,2021년 06월,84
J00,10_14세,2021년 06월,10751
J00,5_9세,2021년 06월,28635
J00,5세미만,2021년 06월,74220
J01,10_14세,2021년 06월,13235
J01,5_9세,2021년 06월,41012
J01,5세미만,2021년 06월,79950
J02,10_14세,2021년 06월,18956
J02,5_9세,2021년 06월,36695
J02,5세미만,2021년 06월,60496
J03,10_14세,2021년 06월,21007
J03,5_9세,2021년 06월,33054
J03,5세미만,2021년 06월,42496
J04,10_14세,2021년 06월,8539
J04,5_9세,2021년 06월,13711
J04,5세미만,2021년 06월,14040
J06,10_14세,2021년 06월,16515
J06,5_9세,2021년 06월,32372
J06,5세미만,2021년 06월,61985
K12,10_14세,2021년 06월,3590
K12,5_9세,2021년 06월,6085
K12,5세미만,2021년 06월,5280
H10,10_14세,2021년 07월,27044
H10,5_9세,2021년 07월,51438
H10,5세미만,2021년 07월,33647
H16,10_14세,2021년 07월,5326
H16,5_9세,2021년 07월,5940
H16,5세미만,2021년 07월,2797
H20,10_14세,2021년 07월,248
H20,5_9세,2021년 07월,84
H20,5세미만,2021년 07월,4
H30,10_14세,2021년 07월,16
H30,5_9세,2021년 07월,8
H30,5세미만,2021년 07월,0
H40,10_14세,2021년 07월,757
H40,5_9세,2021년 07월,477
H40,5세미만,2021년 07월,94
J00,10_14세,2021년 07월,7792
J00,5_9세,2021년 07월,22336
J00,5세미만,2021년 07월,59601
J01,10_14세,2021년 07월,10198
J01,5_9세,2021년 07월,29949
J01,5세미만,2021년 07월,55824
J02,10_14세,2021년 07월,13445
J02,5_9세,2021년 07월,29224
J02,5세미만,2021년 07월,51030
J03,10_14세,2021년 07월,15095
J03,5_9세,2021년 07월,26465
J03,5세미만,2021년 07월,38188
J04,10_14세,2021년 07월,6266
J04,5_9세,2021년 07월,10216
J04,5세미만,2021년 07월,10294
J06,10_14세,2021년 07월,11540
J06,5_9세,2021년 07월,24586
J06,5세미만,2021년 07월,49862
K12,10_14세,2021년 07월,3747
K12,5_9세,2021년 07월,6375
K12,5세미만,2021년 07월,5926
H10,10_14세,2021년 08월,29070
H10,5_9세,2021년 08월,50679
H10,5세미만,2021년 08월,32012
H16,10_14세,2021년 08월,5643
H16,5_9세,2021년 08월,6077
H16,5세미만,2021년 08월,2562
H20,10_14세,2021년 08월,247
H20,5_9세,2021년 08월,83
H20,5세미만,2021년 08월,9
H30,10_14세,2021년 08월,16
H30,5_9세,2021년 08월,8
H30,5세미만,2021년 08월,0
H40,10_14세,2021년 08월,854
H40,5_9세,2021년 08월,541
H40,5세미만,2021년 08월,94
J00,10_14세,2021년 08월,6261
J00,5_9세,2021년 08월,15686
J00,5세미만,2021년 08월,38293
J01,10_14세,2021년 08월,8108
J01,5_9세,2021년 08월,18823
J01,5세미만,2021년 08월,29086
J02,10_14세,2021년 08월,9924
J02,5_9세,2021년 08월,20084
J02,5세미만,2021년 08월,37260
J03,10_14세,2021년 08월,11237
J03,5_9세,2021년 08월,18215
J03,5세미만,2021년 08월,29066
J04,10_14세,2021년 08월,5359
J04,5_9세,2021년 08월,7608
J04,5세미만,2021년 08월,6335
J06,10_14세,2021년 08월,8853
J06,5_9세,2021년 08월,17037
J06,5세미만,2021년 08월,31712
K12,10_14세,2021년 08월,4012
K12,5_9세,2021년 08월,6355
K12,5세미만,2021년 08월,5694
H10,10_14세,2021년 09월,34008
H10,5_9세,2021년 09월,52446
H10,5세미만,2021년 09월,30095
H16,10_14세,2021년 09월,5304
H16,5_9세,2021년 09월,5573
H16,5세미만,2021년 09월,2342
H20,10_14세,2021년 09월,249
H20,5_9세,2021년 09월,84
H20,5세미만,2021년 09월,11
H30,10_14세,2021년 09월,22
H30,5_9세,2021년 09월,8
H30,5세미만,2021년 09월,0
H40,10_14세,2021년 09월,644
H40,5_9세,2021년 09월,431
H40,5세미만,2021년 09월,82
J00,10_14세,2021년 09월,11290
J00,5_9세,2021년 09월,28520
J00,5세미만,2021년 09월,76639
J01,10_14세,2021년 09월,16252
J01,5_9세,2021년 09월,37917
J01,5세미만,2021년 09월,70619
J02,10_14세,2021년 09월,16745
J02,5_9세,2021년 09월,33936
J02,5세미만,2021년 09월,66994
J03,10_14세,2021년 09월,17829
J03,5_9세,2021년 09월,28941
J03,5세미만,2021년 09월,50291
J04,10_14세,2021년 09월,9903
J04,5_9세,2021년 09월,13285
J04,5세미만,2021년 09월,13753
J06,10_14세,2021년 09월,16707
J06,5_9세,2021년 09월,31583
J06,5세미만,2021년 09월,65554
K12,10_14세,2021년 09월,3405
K12,5_9세,2021년 09월,5676
K12,5세미만,2021년 09월,5085
H10,10_14세,2021년 10월,21670
H10,5_9세,2021년 10월,37774
H10,5세미만,2021년 10월,26410
H16,10_14세,2021년 10월,4936
H16,5_9세,2021년 10월,5002
H16,5세미만,2021년 10월,2179
H20,10_14세,2021년 10월,238
H20,5_9세,2021년 10월,97
H20,5세미만,2021년 10월,9
H30,10_14세,2021년 10월,11
H30,5_9세,2021년 10월,6
H30,5세미만,2021년 10월,1
H40,10_14세,2021년 10월,598
H40,5_9세,2021년 10월,392
H40,5세미만,2021년 10월,76
J00,10_14세,2021년 10월,17330
J00,5_9세,2021년 10월,45504
J00,5세미만,2021년 10월,95866
J01,10_14세,2021년 10월,22596
J01,5_9세,2021년 10월,59131
J01,5세미만,2021년 10월,92613
J02,10_14세,2021년 10월,28328
J02,5_9세,2021년 10월,54644
J02,5세미만,2021년 10월,102787
J03,10_14세,2021년 10월,30998
J03,5_9세,2021년 10월,46985
J03,5세미만,2021년 10월,81951
J04,10_14세,2021년 10월,13848
J04,5_9세,2021년 10월,22309
J04,5세미만,2021년 10월,26125
J06,10_14세,2021년 10월,26987
J06,5_9세,2021년 10월,50494
J06,5세미만,2021년 10월,84768
K12,10_14세,2021년 10월,3746
K12,5_9세,2021년 10월,5702
K12,5세미만,2021년 10월,4740
H10,10_14세,2021년 11월,17114
H10,5_9세,2021년 11월,29209
H10,5세미만,2021년 11월,23313
H16,10_14세,2021년 11월,4665
H16,5_9세,2021년 11월,4522
H16,5세미만,2021년 11월,2264
H20,10_14세,2021년 11월,237
H20,5_9세,2021년 11월,93
H20,5세미만,2021년 11월,2
H30,10_14세,2021년 11월,26
H30,5_9세,2021년 11월,5
H30,5세미만,2021년 11월,0
H40,10_14세,2021년 11월,567
H40,5_9세,2021년 11월,333
H40,5세미만,2021년 11월,66
J00,10_14세,2021년 11월,34532
J00,5_9세,2021년 11월,62260
J00,5세미만,2021년 11월,105655
J01,10_14세,2021년 11월,49472
J01,5_9세,2021년 11월,93748
J01,5세미만,2021년 11월,113692
J02,10_14세,2021년 11월,59056
J02,5_9세,2021년 11월,74554
J02,5세미만,2021년 11월,92004
J03,10_14세,2021년 11월,63484
J03,5_9세,2021년 11월,61089
J03,5세미만,2021년 11월,62960
J04,10_14세,2021년 11월,28266
J04,5_9세,2021년 11월,32186
J04,5세미만,2021년 11월,26014
J06,10_14세,2021년 11월,55584
J06,5_9세,2021년 11월,72667
J06,5세미만,2021년 11월,92365
K12,10_14세,2021년 11월,4489
K12,5_9세,2021년 11월,5573
K12,5세미만,2021년 11월,3917
H10,10_14세,2021년 12월,15211
H10,5_9세,2021년 12월,26417
H10,5세미만,2021년 12월,21931
H16,10_14세,2021년 12월,4522
H16,5_9세,2021년 12월,4536
H16,5세미만,2021년 12월,2162
H20,10_14세,2021년 12월,250
H20,5_9세,2021년 12월,91
H20,5세미만,2021년 12월,12
H30,10_14세,2021년 12월,19
H30,5_9세,2021년 12월,4
H30,5세미만,2021년 12월,2
H40,10_14세,2021년 12월,555
H40,5_9세,2021년 12월,351
H40,5세미만,2021년 12월,81
J00,10_14세,2021년 12월,16489
J00,5_9세,2021년 12월,36650
J00,5세미만,2021년 12월,94605
J01,10_14세,2021년 12월,21356
J01,5_9세,2021년 12월,54756
J01,5세미만,2021년 12월,113825
J02,10_14세,2021년 12월,25465
J02,5_9세,2021년 12월,40975
J02,5세미만,2021년 12월,74773
J03,10_14세,2021년 12월,25924
J03,5_9세,2021년 12월,32397
J03,5세미만,2021년 12월,49324
J04,10_14세,2021년 12월,12194
J04,5_9세,2021년 12월,15939
J04,5세미만,2021년 12월,19751
J06,10_14세,2021년 12월,24047
J06,5_9세,2021년 12월,39326
J06,5세미만,2021년 12월,80788
K12,10_14세,2021년 12월,3472
K12,5_9세,2021년 12월,5259
K12,5세미만,2021년 12월,3657
H10,10_14세,2022년 01월,15392
H10,5_9세,2022년 01월,25963
H10,5세미만,2022년 01월,19811
H16,10_14세,2022년 01월,4587
H16,5_9세,2022년 01월,4465
H16,5세미만,2022년 01월,1917
H20,10_14세,2022년 01월,248
H20,5_9세,2022년 01월,87
H20,5세미만,2022년 01월,4
H30,10_14세,2022년 01월,16
H30,5_9세,2022년 01월,8
H30,5세미만,2022년 01월,0
H40,10_14세,2022년 01월,610
H40,5_9세,2022년 01월,354
H40,5세미만,2022년 01월,86
J00,10_14세,2022년 01월,8950
J00,5_9세,2022년 01월,30978
J00,5세미만,2022년 01월,82524
J01,10_14세,2022년 01월,13478
J01,5_9세,2022년 01월,50174
J01,5세미만,2022년 01월,108914
J02,10_14세,2022년 01월,13703
J02,5_9세,2022년 01월,35672
J02,5세미만,2022년 01월,70222
J03,10_14세,2022년 01월,14564
J03,5_9세,2022년 01월,28940
J03,5세미만,2022년 01월,50106
J04,10_14세,2022년 01월,7014
J04,5_9세,2022년 01월,14135
J04,5세미만,2022년 01월,20507
J06,10_14세,2022년 01월,12771
J06,5_9세,2022년 01월,33848
J06,5세미만,2022년 01월,71915
K12,10_14세,2022년 01월,3543
K12,5_9세,2022년 01월,5277
K12,5세미만,2022년 01월,3282
H10,10_14세,2022년 02월,16018
H10,5_9세,2022년 02월,25250
H10,5세미만,2022년 02월,19253
H16,10_14세,2022년 02월,4701
H16,5_9세,2022년 02월,4364
H16,5세미만,2022년 02월,1898
H20,10_14세,2022년 02월,263
H20,5_9세,2022년 02월,81
H20,5세미만,2022년 02월,7
H30,10_14세,2022년 02월,15
H30,5_9세,2022년 02월,5
H30,5세미만,2022년 02월,1
H40,10_14세,2022년 02월,690
H40,5_9세,2022년 02월,361
H40,5세미만,2022년 02월,61
J00,10_14세,2022년 02월,20298
J00,5_9세,2022년 02월,42164
J00,5세미만,2022년 02월,68105
J01,10_14세,2022년 02월,14742
J01,5_9세,2022년 02월,41354
J01,5세미만,2022년 02월,66121
J02,10_14세,2022년 02월,24817
J02,5_9세,2022년 02월,43175
J02,5세미만,2022년 02월,56851
J03,10_14세,2022년 02월,23707
J03,5_9세,2022년 02월,34544
J03,5세미만,2022년 02월,39489
J04,10_14세,2022년 02월,10384
J04,5_9세,2022년 02월,14780
J04,5세미만,2022년 02월,13639
J06,10_14세,2022년 02월,24688
J06,5_9세,2022년 02월,42245
J06,5세미만,2022년 02월,56421
K12,10_14세,2022년 02월,3571
K12,5_9세,2022년 02월,4624
K12,5세미만,2022년 02월,2863
H10,10_14세,2022년 03월,16336
H10,5_9세,2022년 03월,26832
H10,5세미만,2022년 03월,20580
H16,10_14세,2022년 03월,4341
H16,5_9세,2022년 03월,4205
H16,5세미만,2022년 03월,1901
H20,10_14세,2022년 03월,229
H20,5_9세,2022년 03월,72
H20,5세미만,2022년 03월,6
H30,10_14세,2022년 03월,12
H30,5_9세,2022년 03월,8
H30,5세미만,2022년 03월,1
H40,10_14세,2022년 03월,542
H40,5_9세,2022년 03월,314
H40,5세미만,2022년 03월,74
J00,10_14세,2022년 03월,56115
J00,5_9세,2022년 03월,61666
J00,5세미만,2022년 03월,77647
J01,10_14세,2022년 03월,14409
J01,5_9세,2022년 03월,27654
J01,5세미만,2022년 03월,45619
J02,10_14세,2022년 03월,58871
J02,5_9세,2022년 03월,62279
J02,5세미만,2022년 03월,66218
J03,10_14세,2022년 03월,39536
J03,5_9세,2022년 03월,40468
J03,5세미만,2022년 03월,37628
J04,10_14세,2022년 03월,18899
J04,5_9세,2022년 03월,15999
J04,5세미만,2022년 03월,12066
J06,10_14세,2022년 03월,57235
J06,5_9세,2022년 03월,56754
J06,5세미만,2022년 03월,62670
K12,10_14세,2022년 03월,2841
K12,5_9세,2022년 03월,4155
K12,5세미만,2022년 03월,2780
H10,10_14세,2022년 04월,55201
H10,5_9세,2022년 04월,83533
H10,5세미만,2022년 04월,33641
H16,10_14세,2022년 04월,7276
H16,5_9세,2022년 04월,7315
H16,5세미만,2022년 04월,2462
H20,10_14세,2022년 04월,268
H20,5_9세,2022년 04월,96
H20,5세미만,2022년 04월,11
H30,10_14세,2022년 04월,15
H30,5_9세,2022년 04월,8
H30,5세미만,2022년 04월,0
H40,10_14세,2022년 04월,903
