항목,연령구분5세,시점,값
J04,5_9세,2016년 10월,37381
J04,5세미만,2016년 10월,39616
J06,10_14세,2016년 10월,38375
J06,5_9세,2016년 10월,79336
J06,5세미만,2016년 10월,171277
K12,10_14세,2016년 10월,3562
K12,5_9세,2016년 10월,6033
K12,5세미만,2016년 10월,7216
H10,10_14세,2016년 11월,19009
H10,5_9세,2016년 11월,33506
H10,5세미만,2016년 11월,47271
H16,10_14세,2016년 11월,4962
H16,5_9세,2016년 11월,4478
H16,5세미만,2016년 11월,3930
H20,10_14세,2016년 11월,137
H20,5_9세,2016년 11월,68
H20,5세미만,2016년 11월,20
H30,10_14세,2016년 11월,10
H30,5_9세,2016년 11월,5
H30,5세미만,2016년 11월,2
H40,10_14세,2016년 11월,382
H40,5_9세,2016년 11월,215
H40,5세미만,2016년 11월,59
J00,10_14세,2016년 11월,30243
J00,5_9세,2016년 11월,63720
J00,5세미만,2016년 11월,166545
J01,10_14세,2016년 11월,49519
J01,5_9세,2016년 11월,127251
J01,5세미만,2016년 11월,189088
J02,10_14세,2016년 11월,46345
J02,5_9세,2016년 11월,76945
J02,5세미만,2016년 11월,136124
J03,10_14세,2016년 11월,60692
J03,5_9세,2016년 11월,93300
J03,5세미만,2016년 11월,114565
J04,10_14세,2016년 11월,29584
J04,5_9세,2016년 11월,40974
J04,5세미만,2016년 11월,42892
J06,10_14세,2016년 11월,51672
J06,5_9세,2016년 11월,84452
J06,5세미만,2016년 11월,168636
K12,10_14세,2016년 11월,3446
K12,5_9세,2016년 11월,5677
K12,5세미만,2016년 11월,5756
H10,10_14세,2016년 12월,16139
H10,5_9세,2016년 12월,31672
H10,5세미만,2016년 12월,50150
H16,10_14세,2016년 12월,4750
H16,5_9세,2016년 12월,4375
H16,5세미만,2016년 12월,4205
H20,10_14세,2016년 12월,139
H20,5_9세,2016년 12월,70
H20,5세미만,2016년 12월,15
H30,10_14세,2016년 12월,9
H30,5_9세,2016년 12월,8
H30,5세미만,2016년 12월,1
H40,10_14세,2016년 12월,447
H40,5_9세,2016년 12월,220
H40,5세미만,2016년 12월,81
J00,10_14세,2016년 12월,53102
J00,5_9세,2016년 12월,83571
J00,5세미만,2016년 12월,162115
J01,10_14세,2016년 12월,67461
J01,5_9세,2016년 12월,147941
J01,5세미만,2016년 12월,186800
J02,10_14세,2016년 12월,81327
J02,5_9세,2016년 12월,109713
J02,5세미만,2016년 12월,142146
J03,10_14세,2016년 12월,102592
J03,5_9세,2016년 12월,128763
J03,5세미만,2016년 12월,121409
J04,10_14세,2016년 12월,48641
J04,5_9세,2016년 12월,51594
J04,5세미만,2016년 12월,42616
J06,10_14세,2016년 12월,92191
J06,5_9세,2016년 12월,113495
J06,5세미만,2016년 12월,169435
K12,10_14세,2016년 12월,4049
K12,5_9세,2016년 12월,5970
K12,5세미만,2016년 12월,5156
H10,10_14세,2017년 01월,16218
H10,5_9세,2017년 01월,31361
H10,5세미만,2017년 01월,44590
H16,10_14세,2017년 01월,4141
H16,5_9세,2017년 01월,4085
H16,5세미만,2017년 01월,3602
H20,10_14세,2017년 01월,119
H20,5_9세,2017년 01월,57
H20,5세미만,2017년 01월,22
H30,10_14세,2017년 01월,15
H30,5_9세,2017년 01월,4
H30,5세미만,2017년 01월,1
H40,10_14세,2017년 01월,565
H40,5_9세,2017년 01월,207
H40,5세미만,2017년 01월,66
J00,10_14세,2017년 01월,16976
J00,5_9세,2017년 01월,45129
J00,5세미만,2017년 01월,132924
J01,10_14세,2017년 01월,32679
J01,5_9세,2017년 01월,91151
J01,5세미만,2017년 01월,146616
J02,10_14세,2017년 01월,23997
J02,5_9세,2017년 01월,53580
J02,5세미만,2017년 01월,109972
J03,10_14세,2017년 01월,31421
J03,5_9세,2017년 01월,63883
J03,5세미만,2017년 01월,90680
J04,10_14세,2017년 01월,16283
J04,5_9세,2017년 01월,26955
J04,5세미만,2017년 01월,30926
J06,10_14세,2017년 01월,27234
J06,5_9세,2017년 01월,58333
J06,5세미만,2017년 01월,134311
K12,10_14세,2017년 01월,4188
K12,5_9세,2017년 01월,6041
K12,5세미만,2017년 01월,4603
H10,10_14세,2017년 02월,16335
H10,5_9세,2017년 02월,30284
H10,5세미만,2017년 02월,43496
H16,10_14세,2017년 02월,4554
H16,5_9세,2017년 02월,4352
H16,5세미만,2017년 02월,3617
H20,10_14세,2017년 02월,118
H20,5_9세,2017년 02월,57
H20,5세미만,2017년 02월,21
H30,10_14세,2017년 02월,13
H30,5_9세,2017년 02월,3
H30,5세미만,2017년 02월,1
H40,10_14세,2017년 02월,577
H40,5_9세,2017년 02월,272
H40,5세미만,2017년 02월,82
J00,10_14세,2017년 02월,15399
J00,5_9세,2017년 02월,48784
J00,5세미만,2017년 02월,142334
J01,10_14세,2017년 02월,30326
J01,5_9세,2017년 02월,100769
J01,5세미만,2017년 02월,162267
J02,10_14세,2017년 02월,22837
J02,5_9세,2017년 02월,54322
J02,5세미만,2017년 02월,107656
J03,10_14세,2017년 02월,30061
J03,5_9세,2017년 02월,64898
J03,5세미만,2017년 02월,86458
J04,10_14세,2017년 02월,14935
J04,5_9세,2017년 02월,28732
J04,5세미만,2017년 02월,31478
J06,10_14세,2017년 02월,25085
J06,5_9세,2017년 02월,60957
J06,5세미만,2017년 02월,139474
K12,10_14세,2017년 02월,4380
K12,5_9세,2017년 02월,6709
K12,5세미만,2017년 02월,4854
H10,10_14세,2017년 03월,17520
H10,5_9세,2017년 03월,32988
H10,5세미만,2017년 03월,49856
H16,10_14세,2017년 03월,4792
H16,5_9세,2017년 03월,4543
H16,5세미만,2017년 03월,4139
H20,10_14세,2017년 03월,130
H20,5_9세,2017년 03월,62
H20,5세미만,2017년 03월,24
H30,10_14세,2017년 03월,11
H30,5_9세,2017년 03월,7
H30,5세미만,2017년 03월,2
H40,10_14세,2017년 03월,475
H40,5_9세,2017년 03월,225
H40,5세미만,2017년 03월,94
J00,10_14세,2017년 03월,29755
J00,5_9세,2017년 03월,60975
J00,5세미만,2017년 03월,170446
J01,10_14세,2017년 03월,47975
J01,5_9세,2017년 03월,117193
J01,5세미만,2017년 03월,195827
J02,10_14세,2017년 03월,45656
J02,5_9세,2017년 03월,71318
J02,5세미만,2017년 03월,131846
J03,10_14세,2017년 03월,59071
J03,5_9세,2017년 03월,85885
J03,5세미만,2017년 03월,107556
J04,10_14세,2017년 03월,28269
J04,5_9세,2017년 03월,37056
J04,5세미만,2017년 03월,39204
J06,10_14세,2017년 03월,48945
J06,5_9세,2017년 03월,77582
J06,5세미만,2017년 03월,167288
K12,10_14세,2017년 03월,3551
K12,5_9세,2017년 03월,6258
K12,5세미만,2017년 03월,5035
H10,10_14세,2017년 04월,31148
H10,5_9세,2017년 04월,56667
H10,5세미만,2017년 04월,68023
H16,10_14세,2017년 04월,5848
H16,5_9세,2017년 04월,6259
H16,5세미만,2017년 04월,5199
H20,10_14세,2017년 04월,164
H20,5_9세,2017년 04월,79
H20,5세미만,2017년 04월,19
H30,10_14세,2017년 04월,9
H30,5_9세,2017년 04월,5
H30,5세미만,2017년 04월,3
H40,10_14세,2017년 04월,469
H40,5_9세,2017년 04월,262
H40,5세미만,2017년 04월,64
J00,10_14세,2017년 04월,28540
J00,5_9세,2017년 04월,56665
J00,5세미만,2017년 04월,158186
J01,10_14세,2017년 04월,50284
J01,5_9세,2017년 04월,113513
J01,5세미만,2017년 04월,193589
J02,10_14세,2017년 04월,43605
J02,5_9세,2017년 04월,71067
J02,5세미만,2017년 04월,133517
J03,10_14세,2017년 04월,58155
J03,5_9세,2017년 04월,89345
J03,5세미만,2017년 04월,117619
J04,10_14세,2017년 04월,28744
J04,5_9세,2017년 04월,35742
J04,5세미만,2017년 04월,40371
J06,10_14세,2017년 04월,48236
J06,5_9세,2017년 04월,73123
J06,5세미만,2017년 04월,157291
K12,10_14세,2017년 04월,3408
K12,5_9세,2017년 04월,5894
K12,5세미만,2017년 04월,5288
H10,10_14세,2017년 05월,32056
H10,5_9세,2017년 05월,61562
H10,5세미만,2017년 05월,69849
H16,10_14세,2017년 05월,6294
H16,5_9세,2017년 05월,6546
H16,5세미만,2017년 05월,5337
H20,10_14세,2017년 05월,156
H20,5_9세,2017년 05월,63
H20,5세미만,2017년 05월,16
H30,10_14세,2017년 05월,12
H30,5_9세,2017년 05월,4
H30,5세미만,2017년 05월,1
H40,10_14세,2017년 05월,520
H40,5_9세,2017년 05월,340
H40,5세미만,2017년 05월,87
J00,10_14세,2017년 05월,19051
J00,5_9세,2017년 05월,45610
J00,5세미만,2017년 05월,149796
J01,10_14세,2017년 05월,32430
J01,5_9세,2017년 05월,83514
J01,5세미만,2017년 05월,164818
J02,10_14세,2017년 05월,29846
J02,5_9세,2017년 05월,61358
J02,5세미만,2017년 05월,142816
J03,10_14세,2017년 05월,42760
J03,5_9세,2017년 05월,83138
J03,5세미만,2017년 05월,133917
J04,10_14세,2017년 05월,19224
J04,5_9세,2017년 05월,28637
J04,5세미만,2017년 05월,38253
J06,10_14세,2017년 05월,31783
J06,5_9세,2017년 05월,58895
J06,5세미만,2017년 05월,151371
K12,10_14세,2017년 05월,3790
K12,5_9세,2017년 05월,6954
K12,5세미만,2017년 05월,7518
H10,10_14세,2017년 06월,26372
H10,5_9세,2017년 06월,47023
H10,5세미만,2017년 06월,56817
H16,10_14세,2017년 06월,6166
H16,5_9세,2017년 06월,5915
H16,5세미만,2017년 06월,4654
H20,10_14세,2017년 06월,173
H20,5_9세,2017년 06월,65
H20,5세미만,2017년 06월,18
H30,10_14세,2017년 06월,5
H30,5_9세,2017년 06월,7
H30,5세미만,2017년 06월,2
H40,10_14세,2017년 06월,517
H40,5_9세,2017년 06월,329
H40,5세미만,2017년 06월,89
J00,10_14세,2017년 06월,16502
J00,5_9세,2017년 06월,43398
J00,5세미만,2017년 06월,142332
J01,10_14세,2017년 06월,24586
J01,5_9세,2017년 06월,70692
J01,5세미만,2017년 06월,143537
J02,10_14세,2017년 06월,27880
J02,5_9세,2017년 06월,65383
J02,5세미만,2017년 06월,150552
J03,10_14세,2017년 06월,40587
J03,5_9세,2017년 06월,93629
J03,5세미만,2017년 06월,151327
J04,10_14세,2017년 06월,15401
J04,5_9세,2017년 06월,25618
J04,5세미만,2017년 06월,34715
J06,10_14세,2017년 06월,27371
J06,5_9세,2017년 06월,56666
J06,5세미만,2017년 06월,147999
K12,10_14세,2017년 06월,4008
K12,5_9세,2017년 06월,8167
K12,5세미만,2017년 06월,15606
H10,10_14세,2017년 07월,30847
H10,5_9세,2017년 07월,62135
H10,5세미만,2017년 07월,61781
H16,10_14세,2017년 07월,5726
H16,5_9세,2017년 07월,6714
H16,5세미만,2017년 07월,4973
H20,10_14세,2017년 07월,133
H20,5_9세,2017년 07월,70
H20,5세미만,2017년 07월,15
H30,10_14세,2017년 07월,7
H30,5_9세,2017년 07월,5
H30,5세미만,2017년 07월,2
H40,10_14세,2017년 07월,521
H40,5_9세,2017년 07월,313
H40,5세미만,2017년 07월,99
J00,10_14세,2017년 07월,15517
J00,5_9세,2017년 07월,47681
J00,5세미만,2017년 07월,142432
J01,10_14세,2017년 07월,21217
J01,5_9세,2017년 07월,64588
J01,5세미만,2017년 07월,119972
J02,10_14세,2017년 07월,27885
J02,5_9세,2017년 07월,81310
J02,5세미만,2017년 07월,174950
J03,10_14세,2017년 07월,40337
J03,5_9세,2017년 07월,115482
J03,5세미만,2017년 07월,176257
J04,10_14세,2017년 07월,14589
J04,5_9세,2017년 07월,26787
J04,5세미만,2017년 07월,33629
J06,10_14세,2017년 07월,26073
J06,5_9세,2017년 07월,65221
J06,5세미만,2017년 07월,153642
K12,10_14세,2017년 07월,4559
K12,5_9세,2017년 07월,11223
K12,5세미만,2017년 07월,29643
H10,10_14세,2017년 08월,48339
H10,5_9세,2017년 08월,86031
H10,5세미만,2017년 08월,66421
H16,10_14세,2017년 08월,7460
H16,5_9세,2017년 08월,8432
H16,5세미만,2017년 08월,5454
H20,10_14세,2017년 08월,142
H20,5_9세,2017년 08월,68
H20,5세미만,2017년 08월,16
H30,10_14세,2017년 08월,17
H30,5_9세,2017년 08월,6
H30,5세미만,2017년 08월,4
H40,10_14세,2017년 08월,784
H40,5_9세,2017년 08월,422
H40,5세미만,2017년 08월,85
J00,10_14세,2017년 08월,17682
J00,5_9세,2017년 08월,46961
J00,5세미만,2017년 08월,138114
J01,10_14세,2017년 08월,26054
J01,5_9세,2017년 08월,68426
J01,5세미만,2017년 08월,114349
J02,10_14세,2017년 08월,28693
J02,5_9세,2017년 08월,67321
J02,5세미만,2017년 08월,145937
J03,10_14세,2017년 08월,38566
J03,5_9세,2017년 08월,87518
J03,5세미만,2017년 08월,135432
J04,10_14세,2017년 08월,16245
J04,5_9세,2017년 08월,27394
J04,5세미만,2017년 08월,31399
J06,10_14세,2017년 08월,28400
J06,5_9세,2017년 08월,59646
J06,5세미만,2017년 08월,140300
K12,10_14세,2017년 08월,5262
K12,5_9세,2017년 08월,9421
K12,5세미만,2017년 08월,17107
H10,10_14세,2017년 09월,41973
H10,5_9세,2017년 09월,62842
H10,5세미만,2017년 09월,53263
H16,10_14세,2017년 09월,6461
H16,5_9세,2017년 09월,6578
H16,5세미만,2017년 09월,4405
H20,10_14세,2017년 09월,164
H20,5_9세,2017년 09월,73
H20,5세미만,2017년 09월,9
H30,10_14세,2017년 09월,8
H30,5_9세,2017년 09월,6
H30,5세미만,2017년 09월,3
H40,10_14세,2017년 09월,505
H40,5_9세,2017년 09월,283
H40,5세미만,2017년 09월,100
J00,10_14세,2017년 09월,30691
J00,5_9세,2017년 09월,60396
J00,5세미만,2017년 09월,157634
J01,10_14세,2017년 09월,49216
J01,5_9세,2017년 09월,101103
J01,5세미만,2017년 09월,151597
J02,10_14세,2017년 09월,45885
J02,5_9세,2017년 09월,78114
J02,5세미만,2017년 09월,144964
J03,10_14세,2017년 09월,56254
J03,5_9세,2017년 09월,96883
J03,5세미만,2017년 09월,129609
J04,10_14세,2017년 09월,29030
J04,5_9세,2017년 09월,37279
J04,5세미만,2017년 09월,37237
J06,10_14세,2017년 09월,48192
J06,5_9세,2017년 09월,77707
J06,5세미만,2017년 09월,160327
K12,10_14세,2017년 09월,3998
K12,5_9세,2017년 09월,7151
K12,5세미만,2017년 09월,11557
H10,10_14세,2017년 10월,21563
H10,5_9세,2017년 10월,39192
H10,5세미만,2017년 10월,41142
H16,10_14세,2017년 10월,4506
H16,5_9세,2017년 10월,4539
H16,5세미만,2017년 10월,3507
H20,10_14세,2017년 10월,128
H20,5_9세,2017년 10월,53
H20,5세미만,2017년 10월,6
H30,10_14세,2017년 10월,8
H30,5_9세,2017년 10월,4
H30,5세미만,2017년 10월,2
H40,10_14세,2017년 10월,407
H40,5_9세,2017년 10월,206
H40,5세미만,2017년 10월,71
J00,10_14세,2017년 10월,20382
J00,5_9세,2017년 10월,54546
J00,5세미만,2017년 10월,153821
J01,10_14세,2017년 10월,31019
J01,5_9세,2017년 10월,90215
J01,5세미만,2017년 10월,150655
J02,10_14세,2017년 10월,29487
J02,5_9세,2017년 10월,64198
J02,5세미만,2017년 10월,126645
J03,10_14세,2017년 10월,37459
J03,5_9세,2017년 10월,77094
J03,5세미만,2017년 10월,102025
J04,10_14세,2017년 10월,18415
J04,5_9세,2017년 10월,32383
J04,5세미만,2017년 10월,35739
J06,10_14세,2017년 10월,31736
J06,5_9세,2017년 10월,67923
J06,5세미만,2017년 10월,154087
K12,10_14세,2017년 10월,3239
K12,5_9세,2017년 10월,5608
K12,5세미만,2017년 10월,6534
H10,10_14세,2017년 11월,18414
H10,5_9세,2017년 11월,33870
H10,5세미만,2017년 11월,42162
H16,10_14세,2017년 11월,4787
H16,5_9세,2017년 11월,4660
H16,5세미만,2017년 11월,3652
H20,10_14세,2017년 11월,151
H20,5_9세,2017년 11월,57
H20,5세미만,2017년 11월,13
H30,10_14세,2017년 11월,12
H30,5_9세,2017년 11월,3
H30,5세미만,2017년 11월,5
H40,10_14세,2017년 11월,446
H40,5_9세,2017년 11월,260
H40,5세미만,2017년 11월,74
J00,10_14세,2017년 11월,31638
J00,5_9세,2017년 11월,67773
J00,5세미만,2017년 11월,165445
J01,10_14세,2017년 11월,49608
J01,5_9세,2017년 11월,127452
J01,5세미만,2017년 11월,193268
J02,10_14세,2017년 11월,45113
J02,5_9세,2017년 11월,76158
J02,5세미만,2017년 11월,127871
J03,10_14세,2017년 11월,56756
J03,5_9세,2017년 11월,89896
J03,5세미만,2017년 11월,102270
J04,10_14세,2017년 11월,28396
J04,5_9세,2017년 11월,41342
J04,5세미만,2017년 11월,41739
J06,10_14세,2017년 11월,49458
J06,5_9세,2017년 11월,84260
J06,5세미만,2017년 11월,163729
K12,10_14세,2017년 11월,3703
K12,5_9세,2017년 11월,5762
K12,5세미만,2017년 11월,5438
H10,10_14세,2017년 12월,15649
H10,5_9세,2017년 12월,32183
H10,5세미만,2017년 12월,43604
H16,10_14세,2017년 12월,4415
H16,5_9세,2017년 12월,4410
H16,5세미만,2017년 12월,3815
H20,10_14세,2017년 12월,153
H20,5_9세,2017년 12월,54
H20,5세미만,2017년 12월,7
H30,10_14세,2017년 12월,6
H30,5_9세,2017년 12월,5
H30,5세미만,2017년 12월,3
H40,10_14세,2017년 12월,450
H40,5_9세,2017년 12월,242
H40,5세미만,2017년 12월,76
J00,10_14세,2017년 12월,43560
J00,5_9세,2017년 12월,76983
J00,5세미만,2017년 12월,149694
J01,10_14세,2017년 12월,58961
J01,5_9세,2017년 12월,133783
J01,5세미만,2017년 12월,173265
J02,10_14세,2017년 12월,64989
J02,5_9세,2017년 12월,96792
J02,5세미만,2017년 12월,128693
J03,10_14세,2017년 12월,80625
J03,5_9세,2017년 12월,114435
J03,5세미만,2017년 12월,105355
J04,10_14세,2017년 12월,38641
J04,5_9세,2017년 12월,45617
J04,5세미만,2017년 12월,39704
J06,10_14세,2017년 12월,71595
J06,5_9세,2017년 12월,99778
J06,5세미만,2017년 12월,154326
K12,10_14세,2017년 12월,3774
K12,5_9세,2017년 12월,5846
K12,5세미만,2017년 12월,4897
H10,10_14세,2018년 01월,17310
H10,5_9세,2018년 01월,33256
H10,5세미만,2018년 01월,41661
H16,10_14세,2018년 01월,4690
H16,5_9세,2018년 01월,4521
H16,5세미만,2018년 01월,3717
H20,10_14세,2018년 01월,124
H20,5_9세,2018년 01월,45
H20,5세미만,2018년 01월,10
H30,10_14세,2018년 01월,14
H30,5_9세,2018년 01월,6
H30,5세미만,2018년 01월,2
H40,10_14세,2018년 01월,605
H40,5_9세,2018년 01월,256
H40,5세미만,2018년 01월,84
J00,10_14세,2018년 01월,23542
J00,5_9세,2018년 01월,54384
J00,5세미만,2018년 01월,124063
J01,10_14세,2018년 01월,36518
J01,5_9세,2018년 01월,91784
J01,5세미만,2018년 01월,129289
J02,10_14세,2018년 01월,33053
J02,5_9세,2018년 01월,68416
J02,5세미만,2018년 01월,114252
J03,10_14세,2018년 01월,39373
J03,5_9세,2018년 01월,75751
J03,5세미만,2018년 01월,91151
J04,10_14세,2018년 01월,21087
J04,5_9세,2018년 01월,32072
J04,5세미만,2018년 01월,31492
J06,10_14세,2018년 01월,37410
J06,5_9세,2018년 01월,69710
J06,5세미만,2018년 01월,127433
K12,10_14세,2018년 01월,4278
K12,5_9세,2018년 01월,6407
K12,5세미만,2018년 01월,4499
H10,10_14세,2018년 02월,16513
H10,5_9세,2018년 02월,31046
H10,5세미만,2018년 02월,38442
H16,10_14세,2018년 02월,4405
H16,5_9세,2018년 02월,4443
H16,5세미만,2018년 02월,3402
H20,10_14세,2018년 02월,109
H20,5_9세,2018년 02월,42
H20,5세미만,2018년 02월,13
H30,10_14세,2018년 02월,17
H30,5_9세,2018년 02월,6
H30,5세미만,2018년 02월,1
H40,10_14세,2018년 02월,620
H40,5_9세,2018년 02월,343
H40,5세미만,2018년 02월,90
J00,10_14세,2018년 02월,14803
J00,5_9세,2018년 02월,46502
J00,5세미만,2018년 02월,122025
J01,10_14세,2018년 02월,23826
J01,5_9세,2018년 02월,84949
J01,5세미만,2018년 02월,137989
J02,10_14세,2018년 02월,22058
J02,5_9세,2018년 02월,56632
J02,5세미만,2018년 02월,102505
J03,10_14세,2018년 02월,27185
J03,5_9세,2018년 02월,62375
J03,5세미만,2018년 02월,78975
J04,10_14세,2018년 02월,13526
J04,5_9세,2018년 02월,27117
J04,5세미만,2018년 02월,29500
J06,10_14세,2018년 02월,23557
J06,5_9세,2018년 02월,58865
J06,5세미만,2018년 02월,123005
K12,10_14세,2018년 02월,4011
K12,5_9세,2018년 02월,6055
K12,5세미만,2018년 02월,4207
H10,10_14세,2018년 03월,19952
H10,5_9세,2018년 03월,38180
H10,5세미만,2018년 03월,48525
H16,10_14세,2018년 03월,4972
H16,5_9세,2018년 03월,4879
H16,5세미만,2018년 03월,4132
H20,10_14세,2018년 03월,131
H20,5_9세,2018년 03월,60
H20,5세미만,2018년 03월,12
H30,10_14세,2018년 03월,13
H30,5_9세,2018년 03월,2
H30,5세미만,2018년 03월,3
H40,10_14세,2018년 03월,491
H40,5_9세,2018년 03월,331
H40,5세미만,2018년 03월,89
J00,10_14세,2018년 03월,27564
J00,5_9세,2018년 03월,59928
J00,5세미만,2018년 03월,159629
J01,10_14세,2018년 03월,42580
J01,5_9세,2018년 03월,109780
J01,5세미만,2018년 03월,185874
J02,10_14세,2018년 03월,43663
J02,5_9세,2018년 03월,71101
J02,5세미만,2018년 03월,123586
J03,10_14세,2018년 03월,53446
J03,5_9세,2018년 03월,76780
J03,5세미만,2018년 03월,92548
J04,10_14세,2018년 03월,26833
J04,5_9세,2018년 03월,36309
J04,5세미만,2018년 03월,37690
J06,10_14세,2018년 03월,45343
J06,5_9세,2018년 03월,74252
J06,5세미만,2018년 03월,154429
K12,10_14세,2018년 03월,3832
K12,5_9세,2018년 03월,6436
K12,5세미만,2018년 03월,4925
H10,10_14세,2018년 04월,35330
H10,5_9세,2018년 04월,72085
H10,5세미만,2018년 04월,74644
H16,10_14세,2018년 04월,6080
H16,5_9세,2018년 04월,7660
H16,5세미만,2018년 04월,6010
H20,10_14세,2018년 04월,156
H20,5_9세,2018년 04월,69
H20,5세미만,2018년 04월,20
H30,10_14세,2018년 04월,10
H30,5_9세,2018년 04월,5
H30,5세미만,2018년 04월,0
H40,10_14세,2018년 04월,559
H40,5_9세,2018년 04월,436
H40,5세미만,2018년 04월,116
J00,10_14세,2018년 04월,26631
J00,5_9세,2018년 04월,55041
J00,5세미만,2018년 04월,145487
J01,10_14세,2018년 04월,46083
J01,5_9세,2018년 04월,108617
J01,5세미만,2018년 04월,186806
J02,10_14세,2018년 04월,41441
J02,5_9세,2018년 04월,67060
J02,5세미만,2018년 04월,123040
J03,10_14세,2018년 04월,51654
J03,5_9세,2018년 04월,75999
J03,5세미만,2018년 04월,101773
J04,10_14세,2018년 04월,27369
J04,5_9세,2018년 04월,36209
J04,5세미만,2018년 04월,40418
J06,10_14세,2018년 04월,44871
J06,5_9세,2018년 04월,69342
J06,5세미만,2018년 04월,144382
K12,10_14세,2018년 04월,3425
K12,5_9세,2018년 04월,5628
K12,5세미만,2018년 04월,4910
H10,10_14세,2018년 05월,32372
H10,5_9세,2018년 05월,72179
H10,5세미만,2018년 05월,82219
H16,10_14세,2018년 05월,6001
H16,5_9세,2018년 05월,7759
H16,5세미만,2018년 05월,6450
H20,10_14세,2018년 05월,134
H20,5_9세,2018년 05월,66
H20,5세미만,2018년 05월,16
H30,10_14세,2018년 05월,6
H30,5_9세,2018년 05월,2
H30,5세미만,2018년 05월,2
H40,10_14세,2018년 05월,652
H40,5_9세,2018년 05월,529
H40,5세미만,2018년 05월,140
J00,10_14세,2018년 05월,20266
J00,5_9세,2018년 05월,43980
J00,5세미만,2018년 05월,133518
J01,10_14세,2018년 05월,31959
J01,5_9세,2018년 05월,80511
J01,5세미만,2018년 05월,154134
J02,10_14세,2018년 05월,32567
J02,5_9세,2018년 05월,59854
J02,5세미만,2018년 05월,129163
J03,10_14세,2018년 05월,42627
J03,5_9세,2018년 05월,72042
J03,5세미만,2018년 05월,116047
J04,10_14세,2018년 05월,20304
J04,5_9세,2018년 05월,29893
J04,5세미만,2018년 05월,38933
J06,10_14세,2018년 05월,33586
J06,5_9세,2018년 05월,57131
J06,5세미만,2018년 05월,135723
K12,10_14세,2018년 05월,3679
K12,5_9세,2018년 05월,6400
K12,5세미만,2018년 05월,6798
H10,10_14세,2018년 06월,30456
H10,5_9세,2018년 06월,61583
H10,5세미만,2018년 06월,69724
H16,10_14세,2018년 06월,6241
H16,5_9세,2018년 06월,7104
H16,5세미만,2018년 06월,5886
H20,10_14세,2018년 06월,151
H20,5_9세,2018년 06월,70
H20,5세미만,2018년 06월,25
H30,10_14세,2018년 06월,5
H30,5_9세,2018년 06월,0
H30,5세미만,2018년 06월,4
H40,10_14세,2018년 06월,632
H40,5_9세,2018년 06월,464
H40,5세미만,2018년 06월,112
J00,10_14세,2018년 06월,15601
J00,5_9세,2018년 06월,37871
J00,5세미만,2018년 06월,127659
J01,10_14세,2018년 06월,22758
J01,5_9세,2018년 06월,61980
J01,5세미만,2018년 06월,129632
J02,10_14세,2018년 06월,27870
J02,5_9세,2018년 06월,56933
J02,5세미만,2018년 06월,133466
J03,10_14세,2018년 06월,36875
J03,5_9세,2018년 06월,72917
J03,5세미만,2018년 06월,124086
J04,10_14세,2018년 06월,15400
J04,5_9세,2018년 06월,24073
J04,5세미만,2018년 06월,32855
J06,10_14세,2018년 06월,26731
J06,5_9세,2018년 06월,50092
J06,5세미만,2018년 06월,130271
K12,10_14세,2018년 06월,4012
K12,5_9세,2018년 06월,7800
K12,5세미만,2018년 06월,14852
H10,10_14세,2018년 07월,32532
H10,5_9세,2018년 07월,69523
H10,5세미만,2018년 07월,71651
H16,10_14세,2018년 07월,5993
H16,5_9세,2018년 07월,7519
H16,5세미만,2018년 07월,6090
H20,10_14세,2018년 07월,144
H20,5_9세,2018년 07월,59
H20,5세미만,2018년 07월,16
H30,10_14세,2018년 07월,8
H30,5_9세,2018년 07월,3
H30,5세미만,2018년 07월,3
H40,10_14세,2018년 07월,629
H40,5_9세,2018년 07월,379
H40,5세미만,2018년 07월,111
J00,10_14세,2018년 07월,14772
J00,5_9세,2018년 07월,42954
J00,5세미만,2018년 07월,132284
J01,10_14세,2018년 07월,19417
J01,5_9세,2018년 07월,58998
J01,5세미만,2018년 07월,114829
J02,10_14세,2018년 07월,26193
J02,5_9세,2018년 07월,70246
J02,5세미만,2018년 07월,154516
J03,10_14세,2018년 07월,35787
J03,5_9세,2018년 07월,92481
J03,5세미만,2018년 07월,146286
J04,10_14세,2018년 07월,13538
J04,5_9세,2018년 07월,24128
J04,5세미만,2018년 07월,30573
J06,10_14세,2018년 07월,24341
J06,5_9세,2018년 07월,56815
J06,5세미만,2018년 07월,135664
K12,10_14세,2018년 07월,4358
K12,5_9세,2018년 07월,10141
K12,5세미만,2018년 07월,25656
H10,10_14세,2018년 08월,39203
H10,5_9세,2018년 08월,80345
H10,5세미만,2018년 08월,70630
H16,10_14세,2018년 08월,7051
H16,5_9세,2018년 08월,8748
H16,5세미만,2018년 08월,6291
H20,10_14세,2018년 08월,143
H20,5_9세,2018년 08월,63
H20,5세미만,2018년 08월,27
H30,10_14세,2018년 08월,16
H30,5_9세,2018년 08월,2
H30,5세미만,2018년 08월,2
H40,10_14세,2018년 08월,803
H40,5_9세,2018년 08월,454
H40,5세미만,2018년 08월,90
J00,10_14세,2018년 08월,12498
J00,5_9세,2018년 08월,37408
J00,5세미만,2018년 08월,107057
J01,10_14세,2018년 08월,18052
J01,5_9세,2018년 08월,57073
J01,5세미만,2018년 08월,92572
J02,10_14세,2018년 08월,21660
J02,5_9세,2018년 08월,59348
