"시점","행정구역별(읍면동)","연령별",총인구(명),총인구_남자(명),총인구_여자(명)
"2017","세종특별자치시","25~29세",16675,8784,7891
"2017","세종특별자치시","30~34세",21563,10463,11100
"2017","세종특별자치시","35~39세",29326,14358,14968
"2017","세종특별자치시","40~44세",26892,13841,13051
"2017","세종특별자치시","45~49세",22720,12308,10412
"2017","세종특별자치시","50~54세",16342,8520,7822
"2017","세종특별자치시","55~59세",15936,8098,7838
"2017","세종특별자치시","60~64세",12034,5994,6040
"2017","세종특별자치시","15세미만",55731,28320,27411
"2017","세종특별자치시","65세이상",25398,10763,14635
"2017","경기도","합계",12851601,6502723,6348878
"2017","경기도","15~19세",741283,383053,358230
"2017","경기도","20~24세",849008,452960,396048
"2017","경기도","25~29세",876704,470526,406178
"2017","경기도","30~34세",906282,477664,428618
"2017","경기도","35~39세",1101844,568303,533541
"2017","경기도","40~44세",1097795,560690,537105
"2017","경기도","45~49세",1204113,610206,593907
"2017","경기도","50~54세",1055583,537785,517798
"2017","경기도","55~59세",1015993,516234,499759
"2017","경기도","60~64세",716151,357073,359078
"2017","경기도","15세미만",1841134,945563,895571
"2017","경기도","65세이상",1445711,622666,823045
"2017","강원특별자치도","합계",1521386,769043,752343
"2017","강원특별자치도","15~19세",89850,47915,41935
"2017","강원특별자치도","20~24세",107260,61508,45752
"2017","강원특별자치도","25~29세",84879,48381,36498
"2017","강원특별자치도","30~34세",79689,42731,36958
"2017","강원특별자치도","35~39세",98679,50391,48288
"2017","강원특별자치도","40~44세",108105,55547,52558
"2017","강원특별자치도","45~49세",125915,65585,60330
"2017","강원특별자치도","50~54세",121263,62397,58866
"2017","강원특별자치도","55~59세",140558,70338,70220
"2017","강원특별자치도","60~64세",112039,56432,55607
"2017","강원특별자치도","15세미만",181656,93643,88013
"2017","강원특별자치도","65세이상",271493,114175,157318
"2017","충청북도","합계",1611009,818500,792509
"2017","충청북도","15~19세",96815,50954,45861
"2017","충청북도","20~24세",118717,65217,53500
"2017","충청북도","25~29세",99523,56215,43308
"2017","충청북도","30~34세",100098,54074,46024
"2017","충청북도","35~39세",116122,61092,55030
"2017","충청북도","40~44세",119249,61810,57439
"2017","충청북도","45~49세",135000,69526,65474
"2017","충청북도","50~54세",126496,65359,61137
"2017","충청북도","55~59세",137450,70034,67416
"2017","충청북도","60~64세",106038,53233,52805
"2017","충청북도","15세미만",208473,107355,101118
"2017","충청북도","65세이상",247028,103631,143397
"2017","충청남도","합계",2162426,1108610,1053816
"2017","충청남도","15~19세",128419,67255,61164
"2017","충청남도","20~24세",148933,79921,69012
"2017","충청남도","25~29세",132844,75318,57526
"2017","충청남도","30~34세",142897,79028,63869
"2017","충청남도","35~39세",167736,91369,76367
"2017","충청남도","40~44세",162681,86985,75696
"2017","충청남도","45~49세",175351,93668,81683
"2017","충청남도","50~54세",158122,83518,74604
"2017","충청남도","55~59세",169336,86830,82506
"2017","충청남도","60~64세",130826,65553,65273
"2017","충청남도","15세미만",291263,150034,141229
"2017","충청남도","65세이상",354018,149131,204887
"2017","전라북도","합계",1826174,911592,914582
"2017","전라북도","15~19세",114829,60874,53955
"2017","전라북도","20~24세",128067,70721,57346
"2017","전라북도","25~29세",99015,53533,45482
"2017","전라북도","30~34세",97034,50645,46389
"2017","전라북도","35~39세",120108,62003,58105
"2017","전라북도","40~44세",131711,67634,64077
"2017","전라북도","45~49세",150192,77962,72230
"2017","전라북도","50~54세",140178,72239,67939
"2017","전라북도","55~59세",150771,75531,75240
"2017","전라북도","60~64세",120983,60096,60887
"2017","전라북도","15세미만",231365,119363,112002
"2017","전라북도","65세이상",341921,140991,200930
"2017","전라남도","합계",1792319,899077,893242
"2017","전라남도","15~19세",101276,54087,47189
"2017","전라남도","20~24세",99316,58188,41128
"2017","전라남도","25~29세",85448,46344,39104
"2017","전라남도","30~34세",92737,48937,43800
"2017","전라남도","35~39세",116128,61550,54578
"2017","전라남도","40~44세",122230,64817,57413
"2017","전라남도","45~49세",144949,77420,67529
"2017","전라남도","50~54세",143640,76408,67232
"2017","전라남도","55~59세",153229,78047,75182
"2017","전라남도","60~64세",119939,60069,59870
"2017","전라남도","15세미만",225914,116096,109818
"2017","전라남도","65세이상",387513,157114,230399
"2017","경상북도","합계",2677058,1353083,1323975
"2017","경상북도","15~19세",149154,80243,68911
"2017","경상북도","20~24세",171472,97456,74016
"2017","경상북도","25~29세",148590,85124,63466
"2017","경상북도","30~34세",154975,84419,70556
"2017","경상북도","35~39세",184749,97919,86830
"2017","경상북도","40~44세",188431,98030,90401
"2017","경상북도","45~49세",217952,113552,104400
"2017","경상북도","50~54세",213011,109670,103341
"2017","경상북도","55~59세",235410,118798,116612
"2017","경상북도","60~64세",192462,95484,96978
"2017","경상북도","15세미만",322028,167421,154607
"2017","경상북도","65세이상",498824,204967,293857
"2017","경상남도","합계",3345293,1702150,1643143
"2017","경상남도","15~19세",187833,100527,87306
"2017","경상남도","20~24세",200573,115751,84822
"2017","경상남도","25~29세",190998,107683,83315
"2017","경상남도","30~34세",211996,116345,95651
"2017","경상남도","35~39세",264841,140405,124436
"2017","경상남도","40~44세",263101,136577,126524
"2017","경상남도","45~49세",298226,153413,144813
"2017","경상남도","50~54세",271244,139171,132073
"2017","경상남도","55~59세",286687,144897,141790
"2017","경상남도","60~64세",217121,108098,109023
"2017","경상남도","15세미만",462199,239298,222901
"2017","경상남도","65세이상",490474,199985,290489
"2017","제주특별자치도","합계",641757,324015,317742
"2017","제주특별자치도","15~19세",37604,19729,17875
"2017","제주특별자치도","20~24세",40351,22127,18224
"2017","제주특별자치도","25~29세",37087,19702,17385
"2017","제주특별자치도","30~34세",39400,20401,18999
"2017","제주특별자치도","35~39세",50475,25838,24637
"2017","제주특별자치도","40~44세",52454,27370,25084
"2017","제주특별자치도","45~49세",58762,30640,28122
"2017","제주특별자치도","50~54세",51683,26967,24716
"2017","제주특별자치도","55~59세",48614,24800,23814
"2017","제주특별자치도","60~64세",37152,18463,18689
"2017","제주특별자치도","15세미만",97748,50708,47040
"2017","제주특별자치도","65세이상",90427,37270,53157
"2018","전국","합계",51629512,25877195,25752317
"2018","전국","15~19세",2772966,1445280,1327686
"2018","전국","20~24세",3484744,1851798,1632946
"2018","전국","25~29세",3520222,1884327,1635895
"2018","전국","30~34세",3339755,1755850,1583905
"2018","전국","35~39세",4106922,2120795,1986127
"2018","전국","40~44세",3910064,2001842,1908222
"2018","전국","45~49세",4498819,2282577,2216242
"2018","전국","50~54세",4196221,2109486,2086735
"2018","전국","55~59세",4319504,2154401,2165103
"2018","전국","60~64세",3482338,1715950,1766388
"2018","전국","15세미만",6542808,3366547,3176261
"2018","전국","65세이상",7455149,3188342,4266807
"2018","서울특별시","합계",9673936,4718972,4954964
"2018","서울특별시","15~19세",465785,235494,230291
"2018","서울특별시","20~24세",691954,330203,361751
"2018","서울특별시","25~29세",799023,395630,403393
"2018","서울특별시","30~34세",738359,369944,368415
"2018","서울특별시","35~39세",804461,407004,397457
"2018","서울특별시","40~44세",720732,360945,359787
"2018","서울특별시","45~49세",835977,414897,421080
"2018","서울특별시","50~54세",757187,370282,386905
"2018","서울특별시","55~59세",786431,378116,408315
"2018","서울특별시","60~64세",673923,320123,353800
"2018","서울특별시","15세미만",1043629,536422,507207
"2018","서울특별시","65세이상",1356475,599912,756563
"2018","부산광역시","합계",3395278,1668984,1726294
"2018","부산광역시","15~19세",170236,88659,81577
"2018","부산광역시","20~24세",234572,123137,111435
"2018","부산광역시","25~29세",223464,118685,104779
"2018","부산광역시","30~34세",197580,102511,95069
"2018","부산광역시","35~39세",253798,130059,123739
"2018","부산광역시","40~44세",236317,120333,115984
"2018","부산광역시","45~49세",276778,137022,139756
"2018","부산광역시","50~54세",269069,129854,139215
"2018","부산광역시","55~59세",308391,146553,161838
"2018","부산광역시","60~64세",276347,131953,144394
"2018","부산광역시","15세미만",374931,192892,182039
"2018","부산광역시","65세이상",573795,247326,326469
"2018","대구광역시","합계",2444412,1212777,1231635
"2018","대구광역시","15~19세",138818,73362,65456
"2018","대구광역시","20~24세",171337,92437,78900
"2018","대구광역시","25~29세",160410,87897,72513
"2018","대구광역시","30~34세",140352,74752,65600
"2018","대구광역시","35~39세",180401,90566,89835
"2018","대구광역시","40~44세",181974,90588,91386
"2018","대구광역시","45~49세",218536,107037,111499
"2018","대구광역시","50~54세",211168,103557,107611
"2018","대구광역시","55~59세",215213,105143,110070
"2018","대구광역시","60~64세",166957,81276,85681
"2018","대구광역시","15세미만",301593,155498,146095
"2018","대구광역시","65세이상",357653,150664,206989
"2018","인천광역시","합계",2936117,1476097,1460020
"2018","인천광역시","15~19세",154377,79492,74885
"2018","인천광역시","20~24세",191027,100888,90139
"2018","인천광역시","25~29세",211776,111540,100236
"2018","인천광역시","30~34세",197752,103992,93760
"2018","인천광역시","35~39세",246585,128284,118301
"2018","인천광역시","40~44세",229935,118706,111229
"2018","인천광역시","45~49세",261999,131828,130171
"2018","인천광역시","50~54세",250929,124114,126815
"2018","인천광역시","55~59세",258924,130359,128565
"2018","인천광역시","60~64세",192973,96094,96879
"2018","인천광역시","15세미만",383403,196817,186586
"2018","인천광역시","65세이상",356437,153983,202454
"2018","광주광역시","합계",1490092,741728,748364
"2018","광주광역시","15~19세",95991,49482,46509
"2018","광주광역시","20~24세",118636,61702,56934
"2018","광주광역시","25~29세",100269,52939,47330
"2018","광주광역시","30~34세",89671,46229,43442
"2018","광주광역시","35~39세",117599,59291,58308
"2018","광주광역시","40~44세",117521,59064,58457
"2018","광주광역시","45~49세",133365,66705,66660
"2018","광주광역시","50~54세",121016,60588,60428
"2018","광주광역시","55~59세",115081,57147,57934
"2018","광주광역시","60~64세",85764,41772,43992
"2018","광주광역시","15세미만",206557,106687,99870
"2018","광주광역시","65세이상",188622,80122,108500
"2018","대전광역시","합계",1511214,758035,753179
"2018","대전광역시","15~19세",95355,49889,45466
"2018","대전광역시","20~24세",127118,67257,59861
"2018","대전광역시","25~29세",109138,59465,49673
"2018","대전광역시","30~34세",95251,49924,45327
"2018","대전광역시","35~39세",115195,58223,56972
"2018","대전광역시","40~44세",114245,56910,57335
"2018","대전광역시","45~49세",132763,66216,66547
"2018","대전광역시","50~54세",119473,59413,60060
"2018","대전광역시","55~59세",120602,59583,61019
"2018","대전광역시","60~64세",95516,47003,48513
"2018","대전광역시","15세미만",199342,102813,96529
"2018","대전광역시","65세이상",187216,81339,105877
"2018","울산광역시","합계",1150116,595795,554321
"2018","울산광역시","15~19세",63055,34433,28622
"2018","울산광역시","20~24세",73066,42595,30471
"2018","울산광역시","25~29세",76961,43594,33367
"2018","울산광역시","30~34세",74711,40707,34004
"2018","울산광역시","35~39세",96923,50903,46020
"2018","울산광역시","40~44세",89675,46287,43388
"2018","울산광역시","45~49세",105641,52547,53094
"2018","울산광역시","50~54세",106434,54185,52249
"2018","울산광역시","55~59세",103394,53366,50028
"2018","울산광역시","60~64세",75971,38500,37471
"2018","울산광역시","15세미만",162859,84485,78374
"2018","울산광역시","65세이상",121426,54193,67233
"2018","세종특별자치시","합계",312374,157289,155085
"2018","세종특별자치시","15~19세",17348,8818,8530
"2018","세종특별자치시","20~24세",19692,10629,9063
"2018","세종특별자치시","25~29세",18783,9804,8979
"2018","세종특별자치시","30~34세",23853,11766,12087
"2018","세종특별자치시","35~39세",33736,16443,17293
"2018","세종특별자치시","40~44세",30228,15349,14879
"2018","세종특별자치시","45~49세",26319,14220,12099
"2018","세종특별자치시","50~54세",19174,9962,9212
"2018","세종특별자치시","55~59세",18027,9172,8855
"2018","세종특별자치시","60~64세",14202,7068,7134
"2018","세종특별자치시","15세미만",63161,32078,31083
"2018","세종특별자치시","65세이상",27851,11980,15871
"2018","경기도","합계",13103188,6635106,6468082
"2018","경기도","15~19세",711806,367865,343941
"2018","경기도","20~24세",847682,452265,395417
"2018","경기도","25~29세",919599,496998,422601
"2018","경기도","30~34세",899207,476558,422649
"2018","경기도","35~39세",1131739,585920,545819
"2018","경기도","40~44세",1079663,553658,526005
"2018","경기도","45~49세",1214041,616974,597067
"2018","경기도","50~54세",1091113,551060,540053
"2018","경기도","55~59세",1056744,536539,520205
"2018","경기도","60~64세",789566,394929,394637
"2018","경기도","15세미만",1832157,939821,892336
"2018","경기도","65세이상",1529871,662519,867352
"2018","강원특별자치도","합계",1520391,768604,751787
"2018","강원특별자치도","15~19세",85220,45359,39861
"2018","강원특별자치도","20~24세",105492,60397,45095
"2018","강원특별자치도","25~29세",86744,49825,36919
"2018","강원특별자치도","30~34세",76859,41343,35516
"2018","강원특별자치도","35~39세",98178,50306,47872
"2018","강원특별자치도","40~44세",103412,52901,50511
"2018","강원특별자치도","45~49세",123948,64550,59398
"2018","강원특별자치도","50~54세",122446,63047,59399
"2018","강원특별자치도","55~59세",139915,70108,69807
"2018","강원특별자치도","60~64세",121823,61442,60381
"2018","강원특별자치도","15세미만",176318,90765,85553
"2018","강원특별자치도","65세이상",280036,118561,161475
"2018","충청북도","합계",1620935,826183,794752
"2018","충청북도","15~19세",91800,48510,43290
"2018","충청북도","20~24세",117659,65165,52494
"2018","충청북도","25~29세",103505,59358,44147
"2018","충청북도","30~34세",97768,53421,44347
"2018","충청북도","35~39세",117850,62202,55648
"2018","충청북도","40~44세",115493,60046,55447
"2018","충청북도","45~49세",133310,68972,64338
"2018","충청북도","50~54세",130773,67034,63739
"2018","충청북도","55~59세",137525,70114,67411
"2018","충청북도","60~64세",115153,58123,57030
"2018","충청북도","15세미만",204391,105072,99319
"2018","충청북도","65세이상",255708,108166,147542
"2018","충청남도","합계",2181416,1119996,1061420
"2018","충청남도","15~19세",123026,64278,58748
"2018","충청남도","20~24세",148850,80883,67967
"2018","충청남도","25~29세",135158,76756,58402
"2018","충청남도","30~34세",139708,77443,62265
"2018","충청남도","35~39세",171232,93064,78168
"2018","충청남도","40~44세",160037,86036,74001
"2018","충청남도","45~49세",175970,94315,81655
"2018","충청남도","50~54세",163316,85911,77405
"2018","충청남도","55~59세",172275,88802,83473
"2018","충청남도","60~64세",141028,70769,70259
"2018","충청남도","15세미만",287660,147958,139702
"2018","충청남도","65세이상",363156,153781,209375
"2018","전라북도","합계",1818157,907683,910474
"2018","전라북도","15~19세",108439,57444,50995
"2018","전라북도","20~24세",128024,71071,56953
"2018","전라북도","25~29세",100946,54850,46096
"2018","전라북도","30~34세",92655,48275,44380
"2018","전라북도","35~39세",118600,61118,57482
"2018","전라북도","40~44세",125991,64585,61406
"2018","전라북도","45~49세",148594,76927,71667
"2018","전라북도","50~54세",142504,73368,69136
"2018","전라북도","55~59세",152161,76491,75670
"2018","전라북도","60~64세",128339,63900,64439
"2018","전라북도","15세미만",223458,115243,108215
"2018","전라북도","65세이상",348446,144411,204035
"2018","전라남도","합계",1790352,900154,890198
"2018","전라남도","15~19세",95929,51413,44516
"2018","전라남도","20~24세",100089,58859,41230
"2018","전라남도","25~29세",89241,49052,40189
"2018","전라남도","30~34세",87812,46449,41363
"2018","전라남도","35~39세",116372,61577,54795
"2018","전라남도","40~44세",117596,62349,55247
"2018","전라남도","45~49세",142245,75738,66507
"2018","전라남도","50~54세",145188,77326,67862
"2018","전라남도","55~59세",155654,79688,75966
"2018","전라남도","60~64세",129201,65233,63968
"2018","전라남도","15세미만",219431,112641,106790
"2018","전라남도","65세이상",391594,159829,231765
"2018","경상북도","합계",2672902,1352869,1320033
"2018","경상북도","15~19세",141480,76179,65301
"2018","경상북도","20~24세",169986,96945,73041
"2018","경상북도","25~29세",149950,86382,63568
"2018","경상북도","30~34세",147935,81434,66501
"2018","경상북도","35~39세",185527,98199,87328
"2018","경상북도","40~44세",181216,94755,86461
"2018","경상북도","45~49세",213609,111118,102491
"2018","경상북도","50~54세",215833,110928,104905
"2018","경상북도","55~59세",238106,120370,117736
"2018","경상북도","60~64세",201152,100428,100724
"2018","경상북도","15세미만",313639,162926,150713
"2018","경상북도","65세이상",514469,213205,301264
"2018","경상남도","합계",3350350,1703904,1646446
"2018","경상남도","15~19세",177600,95305,82295
"2018","경상남도","20~24세",198855,114850,84005
"2018","경상남도","25~29세",194467,109699,84768
"2018","경상남도","30~34세",201095,110616,90479
"2018","경상남도","35~39세",265736,140598,125138
"2018","경상남도","40~44세",254207,132335,121872
"2018","경상남도","45~49세",295793,152356,143437
"2018","경상남도","50~54세",277459,141065,136394
"2018","경상남도","55~59세",290088,146891,143197
"2018","경상남도","60~64세",233714,116896,116818
"2018","경상남도","15세미만",452388,233745,218643
"2018","경상남도","65세이상",508948,209548,299400
"2018","제주특별자치도","합계",658282,333019,325263
"2018","제주특별자치도","15~19세",36701,19298,17403
"2018","제주특별자치도","20~24세",40705,22515,18190
"2018","제주특별자치도","25~29세",40788,21853,18935
"2018","제주특별자치도","30~34세",39187,20486,18701
"2018","제주특별자치도","35~39세",52990,27038,25952
"2018","제주특별자치도","40~44세",51822,26995,24827
"2018","제주특별자치도","45~49세",59931,31155,28776
"2018","제주특별자치도","50~54세",53139,27792,25347
"2018","제주특별자치도","55~59세",50973,25959,25014
"2018","제주특별자치도","60~64세",40709,20441,20268
"2018","제주특별자치도","15세미만",97891,50684,47207
"2018","제주특별자치도","65세이상",93446,38803,54643
"2019","전국","합계",51779203,25952070,25827133
"2019","전국","15~19세",2637341,1371661,1265680
"2019","전국","20~24세",3413656,1806316,1607340
"2019","전국","25~29세",3612505,1938641,1673864
"2019","전국","30~34세",3304679,1745076,1559603
"2019","전국","35~39세",3999744,2070152,1929592
"2019","전국","40~44세",3855403,1974200,1881203
"2019","전국","45~49세",4449226,2263200,2186026
"2019","전국","50~54세",4322368,2170535,2151833
"2019","전국","55~59세",4285702,2143941,2141761
"2019","전국","60~64세",3689408,1816973,1872435
"2019","전국","15세미만",6392180,3286624,3105556
"2019","전국","65세이상",7816991,3364751,4452240
"2019","서울특별시","합계",9639541,4690440,4949101
"2019","서울특별시","15~19세",443224,222941,220283
"2019","서울특별시","20~24세",681005,319500,361505
"2019","서울특별시","25~29세",821238,405143,416095
"2019","서울특별시","30~34세",729069,364799,364270
"2019","서울특별시","35~39세",778838,393596,385242
"2019","서울특별시","40~44세",705535,352718,352817
"2019","서울특별시","45~49세",817450,406212,411238
"2019","서울특별시","50~54세",769856,376654,393202
"2019","서울특별시","55~59세",769236,371525,397711
"2019","서울특별시","60~64세",697227,330631,366596
"2019","서울특별시","15세미만",1006916,517881,489035
"2019","서울특별시","65세이상",1419947,628840,791107
"2019","부산광역시","합계",3372692,1655566,1717126
"2019","부산광역시","15~19세",159525,82794,76731
"2019","부산광역시","20~24세",226140,118208,107932
"2019","부산광역시","25~29세",225555,119893,105662
"2019","부산광역시","30~34세",192974,100218,92756
"2019","부산광역시","35~39세",242964,124675,118289
"2019","부산광역시","40~44세",232814,118424,114390
"2019","부산광역시","45~49세",270887,134865,136022
"2019","부산광역시","50~54세",272717,131636,141081
"2019","부산광역시","55~59세",296549,141227,155322
"2019","부산광역시","60~64세",285494,135149,150345
"2019","부산광역시","15세미만",364354,187231,177123
"2019","부산광역시","65세이상",602719,261246,341473
"2019","대구광역시","합계",2429940,1203754,1226186
"2019","대구광역시","15~19세",131202,69196,62006
"2019","대구광역시","20~24세",167561,89812,77749
"2019","대구광역시","25~29세",161994,88259,73735
"2019","대구광역시","30~34세",138781,74498,64283
"2019","대구광역시","35~39세",172733,87192,85541
"2019","대구광역시","40~44세",175876,87458,88418
"2019","대구광역시","45~49세",213400,104788,108612
"2019","대구광역시","50~54세",214280,104751,109529
"2019","대구광역시","55~59세",211437,103324,108113
"2019","대구광역시","60~64세",177148,85958,91190
"2019","대구광역시","15세미만",292063,150477,141586
"2019","대구광역시","65세이상",373465,158041,215424
"2019","인천광역시","합계",2952237,1484528,1467709
"2019","인천광역시","15~19세",148004,76109,71895
"2019","인천광역시","20~24세",187191,98715,88476
"2019","인천광역시","25~29세",217524,115323,102201
"2019","인천광역시","30~34세",195774,103261,92513
"2019","인천광역시","35~39세",239555,124551,115004
"2019","인천광역시","40~44세",228183,117893,110290
"2019","인천광역시","45~49세",258677,131290,127387
"2019","인천광역시","50~54세",256421,126446,129975
"2019","인천광역시","55~59세",258996,130128,128868
"2019","인천광역시","60~64세",208358,103782,104576
"2019","인천광역시","15세미만",375224,192662,182562
"2019","인천광역시","65세이상",378330,164368,213962
"2019","광주광역시","합계",1489730,741287,748443
"2019","광주광역시","15~19세",90702,46731,43971
"2019","광주광역시","20~24세",117694,60731,56963
"2019","광주광역시","25~29세",104600,55536,49064
"2019","광주광역시","30~34세",87174,45097,42077
"2019","광주광역시","35~39세",113361,57516,55845
"2019","광주광역시","40~44세",114858,57481,57377
"2019","광주광역시","45~49세",133073,66538,66535
"2019","광주광역시","50~54세",124598,62354,62244
"2019","광주광역시","55~59세",114111,56861,57250
"2019","광주광역시","60~64세",92620,45158,47462
"2019","광주광역시","15세미만",200619,103487,97132
"2019","광주광역시","65세이상",196320,83797,112523
"2019","대전광역시","합계",1498839,751585,747254
"2019","대전광역시","15~19세",90628,47490,43138
"2019","대전광역시","20~24세",124362,65124,59238
"2019","대전광역시","25~29세",111165,60580,50585
"2019","대전광역시","30~34세",92983,49344,43639
"2019","대전광역시","35~39세",110133,55973,54160
"2019","대전광역시","40~44세",110297,54900,55397
"2019","대전광역시","45~49세",129472,64766,64706
"2019","대전광역시","50~54세",123737,61470,62267
"2019","대전광역시","55~59세",118422,58710,59712
"2019","대전광역시","60~64세",100048,49170,50878
"2019","대전광역시","15세미만",190706,98212,92494
"2019","대전광역시","65세이상",196886,85846,111040
"2019","울산광역시","합계",1143692,591965,551727
"2019","울산광역시","15~19세",58614,31852,26762
"2019","울산광역시","20~24세",70145,40951,29194
"2019","울산광역시","25~29세",76543,43548,32995
"2019","울산광역시","30~34세",72465,39810,32655
"2019","울산광역시","35~39세",93355,49032,44323
"2019","울산광역시","40~44세",88494,46001,42493
"2019","울산광역시","45~49세",102387,50955,51432
"2019","울산광역시","50~54세",108271,54637,53634
"2019","울산광역시","55~59세",103128,53237,49891
"2019","울산광역시","60~64세",81602,41273,40329
"2019","울산광역시","15세미만",158703,82145,76558
"2019","울산광역시","65세이상",129985,58524,71461
"2019","세종특별자치시","합계",338136,170148,167988
"2019","세종특별자치시","15~19세",17841,8968,8873
"2019","세종특별자치시","20~24세",20804,11216,9588
"2019","세종특별자치시","25~29세",20867,10901,9966
"2019","세종특별자치시","30~34세",25627,12677,12950
"2019","세종특별자치시","35~39세",35451,17382,18069
"2019","세종특별자치시","40~44세",32778,16485,16293
"2019","세종특별자치시","45~49세",29517,15700,13817
"2019","세종특별자치시","50~54세",22016,11488,10528
"2019","세종특별자치시","55~59세",19389,9897,9492
"2019","세종특별자치시","60~64세",16003,7992,8011
"2019","세종특별자치시","15세미만",67563,34294,33269
"2019","세종특별자치시","65세이상",30280,13148,17132
"2019","경기도","합계",13300900,6740448,6560452
"2019","경기도","15~19세",684717,353116,331601
"2019","경기도","20~24세",834387,444948,389439
"2019","경기도","25~29세",953622,517879,435743
"2019","경기도","30~34세",906611,483344,423267
"2019","경기도","35~39세",1118336,582039,536297
"2019","경기도","40~44세",1079145,554175,524970
"2019","경기도","45~49세",1214187,619038,595149
"2019","경기도","50~54세",1138512,572780,565732
"2019","경기도","55~59세",1073487,544882,528605
"2019","경기도","60~64세",856522,428906,427616
"2019","경기도","15세미만",1811514,928861,882653
"2019","경기도","65세이상",1629860,710480,919380
"2019","강원특별자치도","합계",1520127,767717,752410
"2019","강원특별자치도","15~19세",79998,42385,37613
"2019","강원특별자치도","20~24세",102735,58406,44329
"2019","강원특별자치도","25~29세",87962,50362,37600
"2019","강원특별자치도","30~34세",76364,41162,35202
"2019","강원특별자치도","35~39세",95332,49118,46214
"2019","강원특별자치도","40~44세",99749,50936,48813
"2019","강원특별자치도","45~49세",122187,63420,58767
"2019","강원특별자치도","50~54세",125605,64518,61087
"2019","강원특별자치도","55~59세",137387,69326,68061
"2019","강원특별자치도","60~64세",128720,64683,64037
"2019","강원특별자치도","15세미만",171615,88287,83328
"2019","강원특별자치도","65세이상",292473,125114,167359
"2019","충청북도","합계",1629343,832543,796800
"2019","충청북도","15~19세",87200,46116,41084
"2019","충청북도","20~24세",115325,64204,51121
"2019","충청북도","25~29세",107289,62250,45039
"2019","충청북도","30~34세",96888,53193,43695
"2019","충청북도","35~39세",115928,61457,54471
"2019","충청북도","40~44세",113640,59283,54357
"2019","충청북도","45~49세",130855,67998,62857
"2019","충청북도","50~54세",137475,70336,67139
"2019","충청북도","55~59세",135596,69416,66180
"2019","충청북도","60~64세",121813,61505,60308
"2019","충청북도","15세미만",200180,102758,97422
"2019","충청북도","65세이상",267154,114027,153127
"2019","충청남도","합계",2188649,1124678,1063971
"2019","충청남도","15~19세",118253,61663,56590
"2019","충청남도","20~24세",146308,79091,67217
"2019","충청남도","25~29세",136534,78016,58518
"2019","충청남도","30~34세",137629,76834,60795
"2019","충청남도","35~39세",167421,90855,76566
"2019","충청남도","40~44세",158686,85226,73460
"2019","충청남도","45~49세",175448,94308,81140
"2019","충청남도","50~54세",169756,89458,80298
"2019","충청남도","55~59세",172052,89402,82650
"2019","충청남도","60~64세",148630,74683,73947
"2019","충청남도","15세미만",281398,144716,136682
"2019","충청남도","65세이상",376534,160426,216108
"2019","전라북도","합계",1807423,902704,904719
"2019","전라북도","15~19세",101942,53956,47986
"2019","전라북도","20~24세",124548,69242,55306
"2019","전라북도","25~29세",103749,56701,47048
"2019","전라북도","30~34세",89313,46712,42601
"2019","전라북도","35~39세",114218,58694,55524
"2019","전라북도","40~44세",120833,61886,58947
"2019","전라북도","45~49세",147802,76470,71332
"2019","전라북도","50~54세",146460,75420,71040
"2019","전라북도","55~59세",149653,75865,73788
"2019","전라북도","60~64세",133798,66591,67207
"2019","전라북도","15세미만",215417,110972,104445
"2019","전라북도","65세이상",359690,150195,209495
"2019","전라남도","합계",1787543,901813,885730
"2019","전라남도","15~19세",89719,48107,41612
"2019","전라남도","20~24세",98558,58143,40415
"2019","전라남도","25~29세",93860,52690,41170
"2019","전라남도","30~34세",85624,45848,39776
"2019","전라남도","35~39세",112547,59756,52791
"2019","전라남도","40~44세",115357,61069,54288
"2019","전라남도","45~49세",140542,75064,65478
"2019","전라남도","50~54세",147736,78917,68819
"2019","전라남도","55~59세",153304,79092,74212
"2019","전라남도","60~64세",137983,69758,68225
"2019","전라남도","15세미만",212598,108854,103744
"2019","전라남도","65세이상",399715,164515,235200
"2019","경상북도","합계",2668154,1352404,1315750
"2019","경상북도","15~19세",133650,71926,61724
"2019","경상북도","20~24세",164796,94430,70366
"2019","경상북도","25~29세",151259,87349,63910
"2019","경상북도","30~34세",143954,80198,63756
"2019","경상북도","35~39세",180096,95456,84640
"2019","경상북도","40~44세",176851,92763,84088
"2019","경상북도","45~49세",210989,109796,101193
"2019","경상북도","50~54세",220540,113525,107015
"2019","경상북도","55~59세",234911,119566,115345
"2019","경상북도","60~64세",211954,105889,106065
"2019","경상북도","15세미만",305576,158353,147223
"2019","경상북도","65세이상",533578,223153,310425
"2019","경상남도","합계",3347209,1703892,1643317
"2019","경상남도","15~19세",167002,89778,77224
"2019","경상남도","20~24세",192416,111647,80769
"2019","경상남도","25~29세",196129,111070,85059
"2019","경상남도","30~34세",194809,107879,86930
"2019","경상남도","35~39세",257405,136227,121178
"2019","경상남도","40~44세",250743,130884,119859
"2019","경상남도","45~49세",291703,150515,141188
"2019","경상남도","50~54세",289172,147229,141943
"2019","경상남도","55~59세",286323,145052,141271
"2019","경상남도","60~64세",248003,124073,123930
"2019","경상남도","15세미만",440919,227408,213511
"2019","경상남도","65세이상",532585,222130,310455
"2019","제주특별자치도","합계",665048,336598,328450
"2019","제주특별자치도","15~19세",35120,18533,16587
"2019","제주특별자치도","20~24세",39681,21948,17733
